Gene	cont_rep1	cont_rep2	treat_rep1	treat_rep1
CG11951	0	1	0	0
CG11961	2	26	12	7
CG11964	303	353	279	67
CG11966	0	0	1	0
CG11970	40	43	51	9
CG11975	622	287	375	55
CG11977	0	0	0	0
CG11980	230	309	470	41
CG11982	1095	412	794	96
CG11983	5	0	0	1
CG11984	3820	1553	2371	255
CG11985	681	1072	513	166
CG11986	264	300	211	76
CG11997	4	0	3	0
CG11999	1161	758	667	206
CG12001	111	100	110	18
CG12003	6	0	9	0
CG12004	445	333	527	69
CG12006	39	125	103	15
CG12007	536	441	541	110
CG12009	0	0	0	1
CG12010	31	145	103	23
CG12011	2	0	4	0
CG12012	430	298	194	70
CG12014	10	3	14	0
CG12016	246	125	186	11
CG12017	3	0	0	0
CG12018	1262	734	699	144
CG12020	0	0	14	0
CG12024	824	263	369	49
CG12025	632	293	410	41
CG12027	0	0	0	0
CG12034	1426	648	757	104
CG12035	0	1	0	0
CG12038	8	1	6	0
CG12042	943	687	759	169
CG12050	1079	520	1071	111
CG12054	2186	576	1308	133
CG12056	208	224	140	47
CG12057	0	0	0	0
CG12061	4	2	9	1
CG12065	352	208	325	36
CG12069	6	0	0	0
CG12071	0	0	1	0
CG12075	177	60	150	12
CG12077	238	232	193	46
CG12078	10	0	0	0
CG12079	1144	1458	995	317
CG1208	1	0	1	0
CG12081	1438	495	759	132
CG12082	3301	1151	2201	192
CG12084	800	946	933	156
CG12090	111	27	99	12
CG12091	487	385	433	76
CG12093	474	275	308	42
CG12096	215	296	400	63
CG12099	37	66	56	7
CG12104	181	160	183	25
CG12105	0	0	10	0
CG12106	484	295	278	44
CG12107	513	1023	491	209
CG12111	0	0	0	0
CG12112	859	685	659	237
CG12115	0	0	0	0
CG12116	11	6	28	6
CG12118	404	413	332	59
CG12119	7	6	4	0
CG12121	74	151	182	33
CG12123	854	1441	775	325
CG12125	1510	576	1090	76
CG12126	0	0	0	0
CG12128	713	489	673	98
CG12129	239	370	293	194
CG1213	7	14	18	0
CG12133	1	0	0	1
CG12134	1745	952	1124	226
CG12147	0	0	0	0
CG12155	152	156	177	31
CG12158	0	10	3	0
CG12159	111	205	82	34
CG12162	424	259	223	48
CG12163	1558	1257	949	260
CG12164	4	0	3	0
CG12170	1148	914	653	205
CG12171	1746	1174	1203	299
CG12173	398	505	478	108
CG12177	1009	210	621	68
CG12179	22	42	23	11
CG1218	1233	754	875	197
CG12182	7	1	2	0
CG12184	0	2	0	0
CG12194	0	3	4	1
CG12200	13	0	6	0
CG12201	0	0	2	0
CG12203	712	497	580	114
CG12204	126	82	60	8
CG12206	6	7	28	0
CG12207	201	135	253	32
CG12209	0	0	3	0
CG12213	75	102	110	19
CG12214	518	234	405	39
CG12219	650	373	450	79
CG12224	10	0	17	3
CG12229	0	0	5	0
CG12231	0	0	0	0
CG12236	246	172	113	17
CG12237	3469	1922	1921	330
CG12239	2	0	1	0
CG12241	861	435	552	54
CG12253	476	408	350	92
CG12256	0	0	0	0
CG12259	94	62	96	10
CG12262	3970	2042	2467	386
CG12263	161	130	171	22
CG12264	846	453	695	60
CG12267	53	44	15	8
CG12268	0	2	14	0
CG12269	0	0	0	0
CG1227	662	437	601	72
CG12272	26	39	27	16
CG12278	2	0	0	0
CG12279	822	768	513	172
CG12288	105	399	124	92
CG12289	0	0	2	0
CG12290	22	17	47	2
CG12299	338	138	305	22
CG12301	28	17	14	3
CG12304	2293	1817	1566	397
CG12307	0	0	0	0
CG12309	0	0	1	0
CG1231	0	1	6	0
CG12310	0	0	2	0
CG12316	22	48	31	32
CG12320	63	29	84	11
CG12321	667	907	489	134
CG12325	33	97	95	24
CG1233	46	45	65	10
CG12333	396	254	292	33
CG12338	195	120	121	14
CG1234	99	99	130	40
CG12341	67	86	86	17
CG12343	1460	1206	1072	359
CG12344	1	0	2	1
CG12347	0	1	0	0
CG12355	25	15	2	1
CG1236	625	801	677	145
CG12360	373	348	394	67
CG12362	1	0	10	0
CG12374	11	627	1	30
CG12375	740	379	390	45
CG12376	0	0	3	0
CG12379	171	133	141	26
CG12384	2318	1563	1666	352
CG1239	1382	739	1113	247
CG12391	514	515	407	96
CG12393	562	259	405	64
CG12395	6	0	7	0
CG12398	339	45	869	25
CG1240	2473	1494	1574	399
CG12400	2376	1941	1856	451
CG12402	0	0	1	0
CG12404	465	500	349	65
CG12413	285	154	217	38
CG12420	0	0	1	0
CG12426	0	0	0	0
CG12428	303	392	198	50
CG12438	0	0	0	0
CG12439	0	0	0	0
CG12446	5	0	1	0
CG12448	0	0	0	0
CG1246	0	0	1	3
CG12464	0	0	0	0
CG12470	0	0	1	1
CG12477	8	0	0	0
CG12479	0	0	0	0
CG12480	0	0	2	0
CG12481	0	0	0	0
CG12483	4	0	0	0
CG12484	1	4	11	0
CG12490	1	0	0	0
CG12491	0	0	4	0
CG12493	0	4	0	1
CG12496	1	0	0	0
CG12498	0	0	1	0
CG12499	183	312	110	66
CG12502	0	0	1	0
CG12506	0	0	0	0
CG12507	0	1	1	0
CG12511	0	0	0	0
CG12512	134	142	120	20
CG12516	1	0	0	0
CG12517	394	89	316	71
CG12519	247	243	256	54
CG12520	73	40	26	4
CG12521	0	0	0	0
CG12522	2	0	2	0
CG12523	0	0	2	0
CG12531	1	0	6	0
CG12535	4	3	4	4
CG12538	0	0	1	0
CG12539	9	0	0	0
CG12540	0	0	0	0
CG12541	0	0	16	0
CG12546	0	0	0	0
CG12547	1654	787	1414	222
CG12558	0	0	0	0
CG12560	116	140	95	22
CG12567	9516	7005	6609	1754
CG12576	3005	1229	1643	274
CG12581	237	96	304	27
CG12582	47	164	78	32
CG12589	2	0	4	0
CG12590	1	0	0	0
CG12592	0	0	0	0
CG12594	0	0	0	0
CG12605	1	0	2	0
CG12607	0	0	0	0
CG12608	718	401	638	66
CG12609	0	0	0	1
CG12617	0	0	0	0
CG12620	0	0	0	0
CG12637	0	0	0	0
CG12640	0	0	0	0
CG12643	6	5	4	1
CG12645	8	0	0	0
CG1265	539	792	298	136
CG12655	20	13	1	0
CG12659	24	79	23	5
CG12661	0	0	0	0
CG12662	3	2	7	1
CG12672	0	0	0	0
CG12674	0	0	0	0
CG12679	0	0	2	0
CG12680	4	0	2	0
CG12681	0	0	0	0
CG12682	1	0	0	0
CG12684	0	0	0	0
CG12688	12	0	14	0
CG12689	0	0	1	0
CG12691	1	0	1	0
CG12692	0	0	0	0
CG12693	2	0	6	0
CG12698	5	2	3	0
CG12699	0	0	0	0
CG12702	460	205	333	28
CG12708	137	39	190	47
CG1271	243	138	165	18
CG12713	937	403	637	82
CG12715	0	0	0	0
CG12716	43	8	66	6
CG12717	18	25	17	5
CG12721	852	859	616	240
CG12723	0	0	6	0
CG12725	1	0	3	0
CG12728	474	393	371	117
CG12729	0	0	1	0
CG1273	3	1	0	2
CG12730	23	20	16	5
CG12736	949	526	676	126
CG12744	58	48	39	19
CG12746	238	259	131	42
CG1275	2697	1210	1123	310
CG12766	0	3	5	1
CG12768	2	0	0	0
CG12769	6	7	15	5
CG12772	329	106	294	16
CG12773	378	382	484	55
CG12780	0	4	0	2
CG12782	11	7	2	0
CG12783	0	0	0	5
CG12784	0	0	0	0
CG12788	261	270	220	26
CG12795	2136	1431	1115	209
CG12796	0	0	0	0
CG12811	224	362	157	67
CG12814	1	10	20	0
CG12817	1	0	1	0
CG12818	54	133	51	35
CG12821	102	111	130	25
CG12822	832	601	356	63
CG12824	0	0	0	0
CG12825	11	10	20	4
CG12826	0	0	0	0
CG12828	0	0	0	0
CG12831	0	0	1	0
CG12836	3	0	0	0
CG12848	374	367	138	48
CG12849	0	0	2	0
CG12851	6	1	11	4
CG12853	0	0	0	0
CG12857	0	1	0	1
CG12858	6	0	9	0
CG12859	1441	1846	1075	558
CG12860	1	1	2	0
CG12861	1	0	3	0
CG12862	0	0	2	0
CG12863	69	61	60	12
CG12866	0	0	0	0
CG12868	123	129	186	50
CG12869	9	0	3	1
CG1287	3	1	1	0
CG12877	73	115	67	13
CG1288	0	0	0	3
CG12880	81	14	134	8
CG12883	535	336	362	83
CG12885	0	0	0	0
CG12895	253	255	330	108
CG12896	20	17	11	0
CG12898	2	0	0	0
CG12902	0	4	1	0
CG12907	0	0	0	0
CG12909	53	174	102	39
CG1291	635	388	510	98
CG12910	0	0	0	3
CG12911	0	0	1	0
CG12912	1	0	0	0
CG12913	0	0	3	0
CG12914	0	0	1	0
CG12917	0	0	1	0
CG12920	1	0	0	1
CG12923	4	0	5	0
CG12926	6	0	11	0
CG12929	281	248	146	34
CG12934	1	0	2	0
CG12935	208	249	125	34
CG12942	92	129	122	21
CG12943	0	0	0	0
CG12945	1559	1485	1562	279
CG12947	5	0	35	4
CG12948	1351	1042	802	201
CG12950	0	0	4	0
CG12951	3	0	0	0
CG12963	0	6	1	1
CG12964	1	0	1	0
CG12970	0	0	1	0
CG12971	0	0	1	0
CG12974	1	2	0	0
CG12975	692	525	722	127
CG12983	0	0	0	2
CG12984	7	5	10	5
CG12985	2	0	0	0
CG12986	0	0	0	0
CG1299	0	0	0	0
CG12990	3	0	4	0
CG12991	32	11	52	4
CG12992	1	0	0	9
CG12994	0	0	1	0
CG12995	0	0	0	0
CG12998	0	0	2	0
CG13000	1	0	1	0
CG13001	255	191	205	32
CG13002	0	0	3	0
CG13003	5	0	0	0
CG13004	402	40	327	27
CG13005	1050	674	718	185
CG13008	4	0	0	0
CG13010	0	1	0	0
CG13012	6	1	31	12
CG13014	907	474	541	131
CG13016	121	135	138	17
CG13018	413	353	303	87
CG13021	0	2	0	0
CG13022	0	0	0	0
CG13023	1	0	0	0
CG13024	2	0	9	0
CG13025	1346	620	814	140
CG13026	0	0	0	0
CG13028	0	0	0	0
CG13029	88	92	221	88
CG13031	0	0	9	0
CG13032	1	0	0	0
CG13033	0	0	0	0
CG13035	2	0	3	0
CG13036	0	0	0	0
CG13038	0	0	0	0
CG13039	0	0	4	0
CG1304	0	2	0	1
CG13040	0	0	4	0
CG13041	0	0	0	0
CG13042	0	0	0	0
CG13043	3	0	0	0
CG13044	0	0	2	0
CG13045	0	0	1	1
CG13046	1	0	1	1
CG13047	0	0	0	0
CG13048	0	0	0	0
CG13049	0	0	2	0
CG13050	0	0	0	0
CG13051	0	0	2	0
CG13053	0	0	0	0
CG13054	0	0	0	0
CG13055	0	0	2	0
CG13056	0	0	0	0
CG13058	0	0	0	0
CG13059	0	0	0	0
CG13060	0	0	2	0
CG13062	2	0	0	0
CG13063	0	0	0	0
CG13064	0	0	0	0
CG13065	0	0	0	0
CG13066	0	0	0	0
CG13067	5	0	8	0
CG13068	0	0	2	0
CG13069	0	0	0	0
CG1307	1164	1642	784	295
CG13070	0	0	0	0
CG13071	0	0	0	0
CG13073	0	0	1	1
CG13074	0	0	3	0
CG13075	0	0	2	0
CG13077	2	0	0	0
CG13078	0	3	0	0
CG13081	0	0	0	0
CG13082	2	1	0	0
CG13083	1120	205	1327	50
CG13084	504	136	988	55
CG13085	31	25	24	1
CG13086	2	0	0	0
CG13088	474	404	307	106
CG13089	150	476	157	81
CG1309	379	384	461	59
CG13090	44	124	97	13
CG13091	34	9	7	1
CG13096	191	176	622	46
CG13097	48	73	79	19
CG13101	455	420	355	120
CG13102	0	0	14	1
CG13108	3	0	3	0
CG1311	435	193	342	49
CG13110	2	0	4	0
CG13113	395	53	632	33
CG13114	494	92	1001	37
CG13116	0	1	0	1
CG13117	216	114	341	52
CG13123	201	157	101	26
CG13124	19	37	8	2
CG13126	251	129	216	25
CG13127	2	0	2	0
CG13130	8	0	0	0
CG13131	1	0	0	0
CG13133	6	0	0	0
CG13135	0	0	0	0
CG13137	1	0	3	3
CG13138	29	1	37	0
CG1314	1	0	1	0
CG13142	230	288	272	102
CG13144	0	1	2	1
CG13148	0	10	2	2
CG1315	4	0	6	4
CG13151	44	66	45	14
CG13154	1	0	0	0
CG13155	0	0	0	0
CG13157	0	1	0	3
CG13159	0	0	2	0
CG1316	41	67	85	14
CG13160	0	0	0	0
CG13163	66	135	72	18
CG13168	0	0	0	0
CG1317	816	311	629	64
CG13170	0	0	0	0
CG13171	0	6	0	0
CG13175	143	286	102	33
CG13177	0	0	0	0
CG13178	9	0	4	0
CG13183	0	0	3	0
CG13185	144	309	160	64
CG13186	0	0	0	0
CG13188	19	5	25	0
CG13189	308	78	255	25
CG1319	946	1151	759	193
CG13192	438	371	520	103
CG13193	0	0	0	0
CG13196	3	0	0	0
CG13197	106	125	92	23
CG13198	2	0	5	0
CG13202	0	0	0	0
CG13203	1	0	2	0
CG13204	147	28	77	14
CG13215	0	0	0	0
CG13216	12	0	3	0
CG13217	0	0	0	0
CG13218	11	8	14	0
CG13220	1839	1185	1329	351
CG13223	4	0	0	0
CG13226	5	0	0	0
CG13227	32	2	9	0
CG13228	17	0	5	0
CG13229	0	0	5	1
CG13230	0	0	0	0
CG13231	0	0	5	0
CG13239	0	0	0	0
CG1324	1	0	0	0
CG13243	0	0	0	0
CG13244	0	0	0	0
CG13245	0	0	1	0
CG13247	1	0	2	0
CG13248	0	3	1	0
CG13250	0	0	0	0
CG13251	1	0	7	1
CG13252	17	10	55	3
CG13255	3	1	5	0
CG13258	0	0	0	0
CG13272	0	0	10	0
CG13278	0	0	0	0
CG13280	0	0	7	0
CG13282	6	2	1	0
CG13283	3	0	3	1
CG13284	1	0	15	3
CG13285	0	0	0	0
CG13287	5	0	0	0
CG13288	0	0	0	0
CG13293	0	0	15	0
CG13295	33	60	35	14
CG13296	2	0	0	0
CG13297	0	0	0	0
CG13298	1455	998	1113	233
CG13299	878	628	1805	220
CG13300	1	2	1	0
CG13305	0	0	0	0
CG13306	1	1	0	0
CG13308	0	0	0	0
CG13309	12	0	56	15
CG13310	0	0	0	0
CG13311	4	0	16	2
CG13312	3	0	0	0
CG13313	3	1	5	5
CG13314	0	3	0	0
CG13315	26	50	151	17
CG13318	2	0	0	0
CG13319	512	609	393	80
CG13321	210	48	31	4
CG13322	16	36	36	9
CG13323	0	25	1	2
CG13324	0	1	0	1
CG13325	1	0	0	0
CG13326	1	0	0	0
CG13330	0	0	0	0
CG13331	0	0	2	0
CG13332	1	8	0	0
CG13334	0	0	1	0
CG13337	0	0	0	0
CG13339	717	894	523	350
CG13344	648	440	558	64
CG13349	676	442	711	74
CG13358	0	0	4	0
CG13359	4	0	0	0
CG13360	5	4	14	1
CG13361	1	0	2	0
CG13362	0	0	0	0
CG13364	2094	2950	1350	504
CG13365	517	629	300	108
CG13366	370	366	500	76
CG13367	279	164	287	35
CG13369	632	220	333	44
CG13373	1776	2539	894	438
CG13375	13	43	108	24
CG13376	0	0	0	0
CG13377	219	19	279	35
CG13380	501	302	297	76
CG13384	1131	564	818	147
CG13385	3	0	0	0
CG13386	0	0	2	0
CG1339	0	0	3	0
CG13390	111	78	72	20
CG13392	131	200	68	11
CG13397	526	713	712	92
CG13398	58	41	102	17
CG1340	0	0	6	0
CG13403	7	4	3	0
CG13404	0	0	0	0
CG13405	0	0	5	1
CG13407	14	0	3	0
CG13408	0	0	0	0
CG13409	8	0	25	0
CG13422	6	0	0	0
CG13423	1	0	0	0
CG13426	2	0	0	0
CG13427	0	0	2	0
CG13428	0	0	0	0
CG13430	42	27	19	14
CG13436	3	3	1	0
CG13437	0	0	2	0
CG13438	0	0	0	0
CG1344	521	320	506	53
CG13442	0	0	0	0
CG13443	0	0	0	0
CG13445	0	0	0	0
CG13449	7	0	6	0
CG13454	0	0	0	0
CG13455	0	0	1	1
CG13457	6	0	0	0
CG13458	0	0	2	0
CG13460	0	0	0	0
CG13461	0	0	0	0
CG13463	2	0	2	0
CG13465	0	0	0	0
CG1347	94	81	177	14
CG13471	0	0	0	0
CG13472	154	126	157	20
CG13473	0	0	0	0
CG13474	0	0	0	0
CG13476	0	7	0	0
CG13477	0	0	0	0
CG13481	0	0	0	0
CG13482	0	0	0	0
CG13484	438	444	222	98
CG13488	0	0	0	0
CG13492	2	10	6	2
CG13494	2	0	0	0
CG13500	1	0	0	0
CG13501	1	1	1	0
CG13502	0	0	11	0
CG13506	38	13	60	3
CG13510	9	0	0	0
CG13511	4	0	0	0
CG13516	34	11	23	2
CG13526	1	0	0	0
CG13527	1	0	0	0
CG13531	62	67	49	16
CG13532	1	0	1	0
CG13538	0	0	0	0
CG13539	1	0	0	0
CG1354	1179	746	1212	119
CG13540	3	0	10	2
CG13541	1	0	0	0
CG13544	0	0	1	0
CG13545	0	0	0	0
CG13551	2557	2642	1349	240
CG13557	0	0	2	0
CG13558	0	0	1	0
CG13559	0	0	0	0
CG13560	0	0	1	0
CG13561	0	0	0	0
CG13562	39	58	17	3
CG13563	17	1	6	1
CG13564	0	0	0	0
CG13565	0	0	0	0
CG13566	1	2	0	0
CG13567	20	36	6	10
CG13575	0	0	3	0
CG13577	3	2	1	0
CG13578	0	0	0	0
CG13579	0	0	0	0
CG1358	567	207	203	29
CG13581	3	0	0	0
CG13585	437	346	234	33
CG13587	13	0	18	0
CG13589	0	0	0	0
CG13590	0	0	0	0
CG13594	0	1	1	0
CG13597	0	0	6	0
CG13599	197	257	136	67
CG1360	35	29	29	4
CG13601	682	653	447	187
CG13603	2699	2199	1802	476
CG13604	23	14	22	1
CG13605	537	429	436	74
CG13606	0	0	0	0
CG13607	11	21	11	0
CG13609	150	276	121	58
CG13611	4	0	4	0
CG13613	0	0	0	0
CG13614	0	0	0	0
CG13615	0	0	0	0
CG13616	23	12	21	5
CG13617	0	0	0	0
CG13618	1	2	0	0
CG13622	0	0	2	1
CG13623	241	517	143	120
CG13624	58	60	53	12
CG13625	26	19	37	3
CG13627	0	0	0	1
CG13630	604	440	816	69
CG13631	23	9	11	3
CG13634	4	3	0	0
CG13636	1	1	1	1
CG13639	0	0	0	0
CG13640	0	0	2	0
CG13641	0	0	2	0
CG13643	0	0	0	0
CG13646	1	0	0	0
CG13650	0	3	3	2
CG13653	0	0	0	0
CG13654	3	0	3	0
CG13658	2	0	10	0
CG13659	4	4	5	2
CG13663	880	772	580	216
CG13667	223	150	153	33
CG13670	0	0	0	0
CG13671	228	325	275	65
CG13674	0	0	0	0
CG13675	10	0	10	0
CG13676	35	0	8	0
CG13678	0	0	0	0
CG13679	0	0	0	0
CG1368	1	0	0	0
CG13685	0	0	2	0
CG13689	551	407	272	128
CG13690	1790	1904	1258	484
CG13692	0	0	4	0
CG13693	1	0	1	0
CG13694	2	1	3	0
CG13698	341	247	449	48
CG13699	0	1	8	0
CG13700	0	1	0	0
CG13704	0	1	0	2
CG13705	0	0	0	0
CG13707	0	3	9	0
CG13708	2	0	4	0
CG1371	143	160	209	24
CG13711	0	0	1	0
CG13712	1	0	0	0
CG13713	0	0	0	0
CG13716	0	0	0	0
CG13720	0	0	0	0
CG13721	0	0	3	0
CG13722	13	0	0	0
CG13723	2	0	0	0
CG13724	0	0	3	0
CG13725	1	0	0	0
CG13727	0	0	1	0
CG13728	0	1	1	0
CG13731	2	0	2	0
CG13733	9	2	8	1
CG13737	112	16	98	2
CG13738	3	0	3	0
CG13739	2	0	3	1
CG13741	343	520	519	92
CG13742	47	27	24	15
CG13743	0	0	0	0
CG13744	1	0	1	0
CG13747	1	1	0	0
CG13748	0	0	3	0
CG13749	4	0	1	3
CG13751	358	315	267	57
CG13759	0	0	13	0
CG13760	1210	824	582	173
CG13766	56	62	80	7
CG13771	0	0	6	0
CG13773	1239	714	1002	157
CG13775	8	5	9	0
CG13779	3398	2524	1850	354
CG13784	55	42	72	29
CG13786	1	0	0	0
CG13793	1	6	6	0
CG13794	1	0	0	0
CG13795	38	16	7	3
CG13796	49	24	45	3
CG13800	46	27	18	7
CG13801	0	0	4	0
CG13806	3	0	3	0
CG13807	70	143	72	31
CG13810	2	0	4	0
CG13813	21	18	37	3
CG13814	0	0	0	0
CG13822	2328	1655	1340	329
CG13827	404	512	229	87
CG13829	0	0	0	0
CG13830	0	0	2	0
CG13833	3	0	8	0
CG13837	0	0	2	0
CG13838	0	0	0	0
CG13840	0	0	5	0
CG13841	0	0	1	0
CG13842	13	0	0	0
CG13843	1	0	0	0
CG13847	0	0	3	0
CG13850	447	318	553	64
CG13855	4	0	1	0
CG13856	0	0	1	0
CG13857	1	0	1	0
CG13862	0	0	9	0
CG13865	347	673	434	57
CG13868	153	57	241	18
CG13869	1	1	0	1
CG1387	0	0	1	0
CG13870	0	0	0	0
CG13871	1	0	2	0
CG13872	1	0	1	0
CG13875	0	0	4	0
CG13876	591	487	304	95
CG13877	0	0	0	4
CG13884	1	0	0	0
CG13887	1110	775	980	217
CG13889	8	3	0	0
CG13890	2064	1629	1401	470
CG13891	2	0	1	0
CG13893	41	19	164	6
CG13894	0	0	2	0
CG13895	5	1	25	0
CG13896	86	79	127	22
CG13897	915	684	508	211
CG13898	0	0	1	1
CG13900	338	375	744	67
CG13901	388	233	305	49
CG13902	80	80	117	26
CG13905	3	3	13	3
CG13907	900	331	820	92
CG13912	60	39	50	12
CG13917	155	173	167	35
CG13919	37	55	44	9
CG13920	17	5	23	5
CG13921	484	68	302	31
CG13924	3	0	2	0
CG13926	59	18	55	3
CG13928	2	1	1	0
CG13930	3	0	4	0
CG13931	0	0	0	0
CG13933	135	73	167	13
CG13936	0	1	21	1
CG13937	186	137	41	9
CG1394	0	0	0	0
CG13946	2	0	0	0
CG13947	0	0	0	0
CG13949	3	0	0	0
CG13950	1	0	1	0
CG13954	1	1	0	4
CG13955	0	0	11	1
CG13957	24	27	36	6
CG13962	1	0	1	0
CG13965	0	0	2	0
CG13970	0	0	2	0
CG13972	0	0	0	0
CG13978	0	1	1	0
CG13982	87	64	31	16
CG13983	0	0	0	0
CG13984	1	0	0	0
CG13989	0	0	0	0
CG1399	124	222	263	51
CG13991	6	1	3	0
CG13992	18	4	43	1
CG13993	1180	679	1012	221
CG13994	50	130	65	41
CG13995	5	0	1	0
CG13996	2	0	6	0
CG13998	56	18	95	2
CG13999	5	0	0	2
CG14000	0	0	2	0
CG14005	439	218	285	29
CG14006	0	0	0	0
CG14007	0	0	0	0
CG14010	0	0	0	0
CG14011	0	0	1	0
CG14013	0	0	1	0
CG14014	0	0	1	0
CG14015	1	0	4	0
CG14017	3	0	1	0
CG1402	0	0	1	0
CG14020	0	0	8	1
CG14022	4	0	1	0
CG14024	1	0	1	0
CG14034	0	0	0	0
CG14036	3925	4233	1381	598
CG14040	41	90	58	10
CG14042	0	0	0	0
CG14043	1412	818	1251	189
CG14044	9	0	2	0
CG14050	3	6	2	0
CG14052	0	0	0	0
CG14053	3	2	7	0
CG14054	43	0	33	0
CG14057	687	500	537	134
CG14061	0	0	0	0
CG14062	1	0	0	0
CG14069	0	0	0	0
CG1407	152	75	204	12
CG14070	0	0	0	0
CG14071	0	0	0	0
CG14072	0	0	5	4
CG14073	45	38	49	9
CG14074	3	8	5	1
CG14075	0	0	0	0
CG14077	0	0	0	0
CG14079	5	7	2	0
CG14082	4	0	0	0
CG14085	2	0	13	0
CG14086	0	1	0	0
CG14087	0	0	4	0
CG14088	8	0	0	0
CG14089	1	0	0	0
CG1409	0	0	0	1
CG14095	0	0	0	0
CG14096	0	0	0	0
CG14100	378	477	366	85
CG14101	6	0	4	0
CG14102	129	66	123	10
CG14103	971	591	780	145
CG14104	108	133	52	30
CG14105	2	0	0	0
CG14106	0	0	0	0
CG14107	0	0	0	0
CG14109	0	0	2	0
CG14110	1	0	1	0
CG14111	0	0	0	0
CG14113	0	0	0	0
CG14115	0	0	0	0
CG14117	112	138	151	37
CG14118	24	3	22	4
CG14120	2	3	4	0
CG14125	0	0	0	0
CG14126	0	0	0	0
CG14127	1	0	0	0
CG14128	0	0	0	0
CG14130	199	154	172	39
CG14131	5	1	15	0
CG14132	1	0	1	0
CG14135	192	146	222	63
CG14137	0	0	0	0
CG14141	0	0	1	0
CG14142	1	0	1	0
CG14143	0	0	0	0
CG14147	0	0	0	0
CG14151	0	0	0	0
CG14153	0	0	0	0
CG14154	1	0	0	0
CG1416	831	865	882	86
CG14160	1	4	3	0
CG14164	0	0	10	4
CG14168	1	0	0	0
CG14174	48	83	58	13
CG14177	0	0	2	0
CG1418	76	92	87	24
CG14180	0	0	4	0
CG14182	735	936	411	256
CG14183	3	0	6	1
CG14184	110	89	66	10
CG14185	0	0	0	0
CG14186	1	0	3	3
CG14187	594	105	837	66
CG14190	0	0	1	0
CG14191	2	0	0	0
CG14194	125	182	215	38
CG14195	3	1	19	0
CG14196	16	14	37	2
CG14200	177	128	96	20
CG14204	9	0	3	7
CG14205	3	0	11	0
CG14207	1115	775	896	238
CG1421	0	0	0	0
CG14210	935	720	676	157
CG14212	2	0	9	0
CG14215	463	418	609	88
CG14218	0	2	0	0
CG14219	0	0	0	0
CG14220	164	271	133	58
CG14221	10	1	21	0
CG14222	250	150	258	54
CG14223	5	4	7	2
CG14227	1	5	6	0
CG14229	78	158	81	42
CG14230	533	563	530	123
CG14231	927	472	627	80
CG14232	331	174	245	32
CG14234	5	0	3	0
CG14237	0	0	0	0
CG14238	0	0	0	0
CG14239	0	0	0	0
CG14244	8	0	4	0
CG14245	3	0	3	0
CG14246	6	4	0	0
CG14247	0	1	0	0
CG14252	2	4	11	2
CG14253	9	1	5	0
CG14257	1	4	10	0
CG14258	0	0	0	0
CG14259	0	0	0	0
CG14260	0	0	0	0
CG14262	1	0	0	0
CG14265	0	0	0	0
CG14269	0	0	0	0
CG1427	898	595	661	170
CG14270	1167	1183	865	177
CG14273	7	0	2	0
CG14274	2	0	4	0
CG14275	61	6	124	9
CG14277	0	0	7	0
CG1428	0	1	0	0
CG14280	1	0	6	0
CG14282	0	1	0	0
CG14285	37	5	21	0
CG14286	716	602	552	172
CG14291	7	8	8	1
CG14292	24	2	69	13
CG14294	0	0	0	0
CG14297	0	1	0	0
CG14298	6	1	27	1
CG14299	97	69	52	24
CG14300	3	2	0	0
CG14301	7	0	6	0
CG14302	4	0	0	0
CG14304	0	0	0	0
CG14305	0	0	0	0
CG14309	115	55	607	45
CG14312	0	0	1	0
CG14313	5	0	0	0
CG14314	4	0	1	0
CG14315	0	0	0	0
CG14316	0	0	1	0
CG14317	0	0	0	0
CG14321	0	0	1	0
CG14322	65	69	56	10
CG14323	0	0	0	0
CG14324	0	0	0	0
CG14325	3	0	3	0
CG14326	0	0	0	0
CG14327	0	0	2	0
CG14329	0	0	0	0
CG14330	0	0	0	0
CG14331	0	0	0	0
CG14332	0	0	2	0
CG14339	0	0	1	1
CG1434	1362	527	667	106
CG14340	3	1	1	1
CG14341	37	72	43	14
CG14342	0	0	0	0
CG14346	3	0	0	0
CG14352	557	625	377	121
CG14353	236	171	234	42
CG14354	1	0	3	0
CG14355	6	0	1	0
CG14356	4	2	10	0
CG14357	0	0	0	0
CG14362	0	0	0	0
CG14367	9	1	1	0
CG14369	0	0	0	0
CG14370	0	0	0	0
CG14372	3	0	3	1
CG14374	0	0	0	0
CG14377	22	0	7	0
CG14380	1	1	0	0
CG14383	4	0	1	0
CG14384	0	0	0	0
CG14391	0	0	2	0
CG14395	8	0	1	0
CG14397	15	1	24	6
CG1440	2142	2301	1687	370
CG14400	1	1	0	0
CG14401	113	9	62	10
CG14402	0	0	2	0
CG14406	3	1	3	0
CG14407	952	826	713	174
CG14408	939	388	655	82
CG1441	0	0	2	0
CG14410	51	94	99	40
CG14411	1890	594	1413	135
CG14414	92	78	56	17
CG14416	0	0	0	0
CG14417	0	0	1	1
CG14418	0	0	0	0
CG14419	0	0	2	0
CG14420	1	0	1	0
CG14421	0	0	0	0
CG14422	0	0	4	0
CG14423	0	0	1	0
CG14424	0	0	0	0
CG14427	2	1	0	0
CG1443	4	9	9	2
CG14431	10	0	9	6
CG14434	823	1170	673	309
CG14435	1286	218	790	71
CG14438	68	165	69	59
CG14439	21	8	0	0
CG1444	2078	1829	1630	419
